,Tweet,author_id,favorites,retweets,date,Label
1154,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,408190637,0,0,2017-10-31 12:59:15,0
1155,Check out Samsung Galaxy S3 16GB - (Unlocked) Smartphone #Samsung #Bar https://www. ebay.co.uk/itm/1226136470 37?roken=cUgayN&soutkn=34I9yG … via @eBay,223190299,0,0,2017-10-31 12:59:11,0
1156,Samsung Galaxy Note FE N935 Phone Specifications and Price http:// dlvr.it/PyXTH8 #MobileampAndroid #TechandTutorial pic.twitter.com/UnE8vz7A4P,4905235005,1,0,2017-10-31 12:59:07,0
1157,Especificaciones del Samsung Galaxy S6 Edge+ http:// movilarena.com/2015/08/13/dat os-tecnicos-del-samsung-galaxy-s6-edge/ …,257037270,0,0,2017-10-31 12:58:33,0
1158,"Me ha gustado un vídeo de @YouTube ( http:// youtu.be/cO8ucRrboUg?a - Sorteo Samsung Galaxy Note 8, gracias a Fintonic).",2580178221,0,0,2017-10-31 12:58:21,0
1159,@sprint Enter Sweepstakes and you could win a Cherokee Jeep and Samsung Galaxy 8 #JustForYouSweepstakes,32097041,0,0,2017-10-31 12:58:09,0
1160,#Samsung #profit #record : $109m in three months check; https://www. theguardian.com/technology/201 7/oct/31/samsung-record-profit-112m-a-day-chip-demand-soars … #samsunggalaxy #electronics #meynex #business #theguardian pic.twitter.com/gzCwnrZi5i,4904511567,1,0,2017-10-31 12:57:32,0
1161,Hybrid Shockproof Holster Belt Clip Hard Case Cover For Samsung Galaxy Note 4 http:// dlvr.it/PyXSzk pic.twitter.com/9Tw4r180EF,814524326238191616,0,0,2017-10-31 12:56:38,0
1162,"[Caratteristiche e #Prezzo ] Samsung Galaxy S7 Smartphone, Black, ... https:// goo.gl/VzHG2w #Amazon #Offerta #Recensione #SchedaTecnica pic.twitter.com/Zd4r55Yxa2",295335880,0,0,2017-10-31 12:56:19,0
1163,Hp SuperCopy Samsung Galaxy S4 MTK 6589 Rp 950.000 More Info Pin :7FBD640F,2811576811,0,0,2017-10-31 12:56:12,0
1164,Samsung Galaxy Note 8 International Giveaway @androidauth #giveaway https:// wn.nr/hBChzy,49462097,0,0,2017-10-31 12:55:47,0
1165,WILL THE SAMSUNG GALAXY J7 PRO GET ANDROID OREO UPDATE http:// youtu.be/4lE1RFA5Ehk?a,768040348350230529,0,0,2017-10-31 12:54:49,0
1166,Samsung Galaxy S6 Edge+ Edición Ant-Man anunciado oficialmente - http:// mundogadget.net/2015/10/samsun g-galaxy-s6-edge-edicion-ant-man-anunciado-oficialmente.html …,1576800709,0,0,2017-10-31 12:54:01,0
1167,Samsung Galaxy A5 2018 specifications and design reviews: http:// youtu.be/goxoohee-Cc?a via @YouTube,904360353047425029,0,0,2017-10-31 12:53:01,0
1168,Using @Sidesync #SideSync and it so far is an amazing app! Thanks #samsunggalaxy #SupportSmallerStreamers #SupportSmallerStreams,121858746,0,3,2017-10-31 12:52:36,0
1169,"Samsung Galaxy S9, Galaxy S9+ leak reveals how they will take on the new Apple iPhones http:// ift.tt/2gQRFxm",848115407437287424,0,0,2017-10-31 12:52:21,0
1170,samsung galaxy a5 https:// twitter.com/siemanoari/sta tus/925076389832818688 …,818930296091459585,0,0,2017-10-31 12:52:09,0
1171,Purple and chic gold colored classic decor name OtterBox commuter samsung galaxy s8+ case https://www. zazzle.com/z/y9yen?rf=238 054040600644949 … via @zazzle,759014851851149318,0,0,2017-10-31 12:51:14,0
1172,Check out ? #Samsung deal from #O2 - Samsung Galaxy S6 Edge Plus (32GB Silver Refurbished) at £571.99 on O... https:// my.app.link/3zVaPu2VoA?246 c03b0 …,819297875876282368,0,0,2017-10-31 12:51:12,0
1173,"Nie przycisk ""screenshot"" zrzuty ekranu wi?cej na Samsung Galaxy Note 10.1 Android 4.2. http:// youtu.be/JdOvUTcq9qo",916468316,0,0,2017-10-31 12:51:02,0
1174,Samsung Galaxy S3 Neo – Unboxing (4K) http://www. youtube.com/watch?feature= player_embedded&v=nMAKguSy0fM … https://www. mobilepricenow.pk/2017/10/samsun g-galaxy-s3-neo-unboxing-4k/ …,789020051613548544,0,0,2017-10-31 12:50:47,0
1175,Samsung Galaxy Note 8 International Giveaway @androidauth #giveaway,913195707950960640,0,1,2017-10-31 12:50:12,0
1176,"????????? ? ?????? ? ???? ???????: ????????? Google Pixel 2, Samsung Galaxy Note8 ? Huawei Mate 10 Pro https:// hi-tech.mail.ru/review/smartfo ny-s-luchshej-v-mire-kameroj-pobeditel/?social=tw …",1352087012,0,0,2017-10-31 12:49:59,0
1177,I added a video to a @YouTube playlist http:// youtu.be/JLP-0exbFJw?a Download Official Latest Samsung Galaxy ALPHA SM-G850L Stock Rom |,722569827542441984,0,0,2017-10-31 12:49:18,0
1178,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,16537700,0,0,2017-10-31 12:49:10,0
1179,Watching the Samsung Galaxy Note8 Event? No? Wild guess. pic.twitter.com/kl7vwONDOQ,4450129893,0,0,2017-10-31 12:48:44,0
1180,#sell #ph #news Samsung Galaxy A7 32GB (2017) SM-A720 #visit - http:// buymay.mobi /,1409546106,0,0,2017-10-31 12:48:24,0
1181,Samsung Galaxy S8 Full Specification Wiki Battery Life Dimensions price And Rumor http:// latestphonesreview.com/samsung-galaxy -s8-full-specification-wiki-display-battery-life-dimensions-price-and-rumor/ … pic.twitter.com/cZxoNI30xv,909887474461061120,0,0,2017-10-31 12:47:23,0
1182,"Smartphone Samsung Galaxy J5 Prime por R$ 656,10 - http:// oferta.vc/v2/304c438392a #Promoção #Compra #smartphone #GalaxyJ5 #Extra",889584492322709504,0,0,2017-10-31 12:47:01,0
1183,"??? ??????????? ????? ""????? ?? ????????? ?? ???????. ???????? Samsung Galaxy S4 mini""",738040426893053952,0,0,2017-10-31 12:46:46,0
1184,Samsung Galaxy S9 and S9+: What's the story so far? http://www. pocket-lint.com/news/141149-sa msung-galaxy-s9-and-s9-what-s-the-story-so-far … @brittaoboyle pic.twitter.com/gIfu5S2nMq,5459482,1,2,2017-10-31 12:46:09,0
1185,Samsung #Galaxy #Nexus ab sofort bestellen http:// ift.tt/xVq5Bb,286257259,0,0,2017-10-31 12:46:00,0
1186,Cartoon parody | Ronaldo | Messi | Rooney | Samsung Galaxy 11 | SHENOC: http:// youtu.be/Hg7MNnpkcuA?a via @YouTube,827881697094021125,1,1,2017-10-31 12:45:57,0
1187,Samsung #Galaxy #Nexus ab sofort bestellen http:// ift.tt/xVq5Bb,263153687,0,0,2017-10-31 12:45:45,0
1188,¡Ayúdame a conseguir el Samsung Galaxy S8 que sortea @UrbanTecno ! #S8GratisUrbanTecno https:// wn.nr/Z4M5MS,2535220060,0,0,2017-10-31 12:45:35,0
1189,Samsung Galaxy Note 8 en STOCK! Tené una visión más amplia y comunicate en una forma totalmente nueva. Con el... http:// fb.me/2suuHsfm9,282221105,0,0,2017-10-31 12:45:18,0
1190,Samsung Galaxy S8 Oreo beta test markets confirmed http:// dlvr.it/PyXNJ8 pic.twitter.com/zFhKzUyBZN,898634260415823872,0,0,2017-10-31 12:44:18,0
1191,Gostei de um vídeo @YouTube http:// youtu.be/NaqxA0dC41g?aE xperi … ência de compra Trocafone - Samsung Galaxy S7 Edge- Muito Bom-,149532727,0,0,2017-10-31 12:43:58,0
1192,Samsung Galaxy S5 SM-G900V - 16GB - (Verizon) Smartphone Black http:// rover.ebay.com/rover/1/711-53 200-19255-0/1?ff3=2&toolid=10039&campid=5337938114&customid=Phones&item=182868059197&vectorid=229466&lgeo=1&utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/OFKOcLX1tn,896522593011879936,1,0,2017-10-31 12:43:18,0
1193,Samsung Galaxy Data Recovery [S7|S6|S5|S4|S3|S2] - https:// laptoprepairsingapore.com/repaircomputer /samsung-galaxy-data-recovery-s7s6s5s4s3s2/ …,214951187,0,0,2017-10-31 12:42:09,0
1194,"Wonderful long distance radio listening, power is out, working on my Samsung Galaxy Book connected to the Telstra Network.",19798057,0,0,2017-10-31 12:42:04,0
1195,"Broken Samsung Galaxy Tab S3 32gb, Wi-fi, 9.7in - Black, Sm-t820, As-is http://www. 1clicksnipe.com/142552451093 Free Ebay Snipe ?RT, Like,",843314460186083329,0,0,2017-10-31 12:42:02,0
1196,What Android Editors Really Think of The Samsung Galaxy S8 Rumors http:// bit.ly/2v8Uimk #Android pic.twitter.com/ydAiyxGar5,2814832322,0,0,2017-10-31 12:41:56,0
1197,@JamieToieg & our CFO are picking out the business card of the lucky winner of the Samsung Galaxy Tablet now! #icef17 #withyouforthejourney,3089140438,0,0,2017-10-31 12:41:36,0
1198,Samsung Galaxy Note 8 International Giveaway @androidauth #giveaway https:// wn.nr/rdwMhn,294469621,0,0,2017-10-31 12:41:10,0
1199,Samsung Galaxy Note 8 International Giveaway! https:// gleam.io/l9mRz-3ZX3vl?l =https%3A%2F%2Fwww.androidauthority.com%2Fbuying-lg-v30-poll-811175%2F …,1625137388,0,0,2017-10-31 12:40:54,0
1200,Thanks to the buyer of this Forest Raccoon Photo OtterBox Samsung Galaxy S6 Case https://www. zazzle.com/z/y93w2?rf=238 717114014073570 … via @zazzle #animals #wildlife,21468759,0,1,2017-10-31 12:40:06,0
1201,You can enter to win a Samsung Galaxy S8 from @Gamestashplay ! Check it out! https:// wn.nr/w4BmBF,911411564548444161,0,0,2017-10-31 12:39:36,0
1202,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,778744850157936640,0,0,2017-10-31 12:39:07,0
1203,Card Pocket Wallet Case Screen Protector Accessory For Samsung Galaxy S7 S8 S8+ http:// samsungshopnow.com/product/card-p ocket-wallet-case-screen-protector-accessory-for-samsung-galaxy-s7-s8-s8/ …,773953505191141380,0,0,2017-10-31 12:39:07,0
1204,I guess you brought out your Samsung Galaxy Note 8 lol... Be safe bro,1127265523,0,0,2017-10-31 12:39:06,0
1205,Samsung Galaxy s7 Edge Review for Verizon http://www. reviewboard.com/2016/06/verizo n-samsung-galaxy-s7-edge/ …,769569643,0,0,2017-10-31 12:38:22,0
1206,¡Soldados! ¡Recordad que este sábado tenemos la final #Worlds2017 ! ¡ SAMSUNG GALAXY vs SK TELECOM T1! ¿Te lo vas a perder? pic.twitter.com/ELyKz0Us4i,2765978976,1,0,2017-10-31 12:38:20,0
1207,Samsung Galaxy Note8 review: This is the Samsung you're looking for http:// dlvr.it/PyXKcv pic.twitter.com/GvJQTh20eU,97819464,0,0,2017-10-31 12:38:17,0
1208,I liked a @YouTube video http:// youtu.be/E7LiHYT3AB0?a Review Samsung Galaxy Note 8 Indonesia!,224990926,0,0,2017-10-31 12:38:08,0
1209,@TechnicalGuruji #BoloGuruji How can I enable Google Assistant on my Samsung Galaxy J2 6. Please give reply on Sunday Tech Masala.,923899318548840451,0,0,2017-10-31 12:37:23,0
1210,? Samsung Galaxy S5 SM-G900F 16GB 32GB Black Blue White Gold Unlocked +... Click now http:// ebay.to/2iifgYc pic.twitter.com/PsXY1zxTLN,1352176602,0,0,2017-10-31 12:37:05,0
1211,España: Todo sobre el Samsung Galaxy J7 y cómo comprarlo libre en Amazon o Ebay http:// tuit.eu/2hL2ksW,224097294,0,0,2017-10-31 12:37:02,0
1212,Samsung Galaxy J7 https:// twitter.com/siemanoari/sta tus/925076389832818688 …,820265718830792705,0,0,2017-10-31 12:36:40,0
1213,Compra el mejor telefono al mejor precio Samsung Galaxy S III/S3 GT-I9300 Factory Unlocked http://www. amazon.com/gp/product/B00 812YWXU?ie=UTF8&tag=getanofferazn-20&linkCode=shr&camp=213733&creative=393185&creativeASIN=B00812YWXU&f_rd_m=ATVPDKIKX0DER&pf_rd_s=center-2&pf_rd_r=0XB49PK3N7JDSYWXWPT9&pf_rd_t=101&pf_rd_p=1389517282&pf_rd_i=507846 …,1060893804,0,0,2017-10-31 12:35:10,0
1214,Check Out This Bitcoin Mining Rig Made Out of 40 Old Samsung Galaxy S5s http:// fb.me/2nGrfXew1,69496096,0,0,2017-10-31 12:35:01,0
1215,¡Ayúdame a conseguir el Samsung Galaxy S8 que sortea @UrbanTecno ! #S8GratisUrbanTecno https:// wn.nr/TcDUyX,1221384295,0,0,2017-10-31 12:34:51,0
1216,"#10: Samsung Galaxy S8 Waterproof Case,HTOCINQ IP68 Certified Transparent-back Shockproof… https:// goo.gl/fb/QdQY5o #Cell #Phone #Sport",787594479326879744,0,0,2017-10-31 12:34:43,0
1217,"Hey @swag_tab - ich überlege mir ein iPhone 6s 64gb, Samsung galaxy s8 oder lg g6 zu holen. Was meinst du? Hab Sorge v. LG Bootloop & 1/2",3043215748,0,0,2017-10-31 12:34:16,0
1218,No screenshot button more on the tablet Samsung Galaxy Note GT-N8000 10.1 Android 4.2. http:// youtu.be/ChH7EW5fW_g,916468316,0,0,2017-10-31 12:34:01,0
1219,¡Ayúdame a conseguir el Samsung Galaxy S8 que sortea @UrbanTecno ! #S8GratisUrbanTecno https:// wn.nr/gDXU2C,161148064,0,0,2017-10-31 12:33:29,0
1220,Samsung Galaxy S8 Oreo beta test markets confirmed http:// dlvr.it/PyXH4L pic.twitter.com/S4ZCq3lXn9,899276589002670083,0,0,2017-10-31 12:32:05,0
1221,Samsung Galaxy S7 (Pro Mode) + HDR & Snapseed https://www. instagram.com/p/Ba61Cn2gdyr/,235146288,0,0,2017-10-31 12:32:02,0
1222,Sony Xperia M4 Aqua VS Samsung Galaxy A5 – Speed Test! http://www. youtube.com/watch?feature= player_embedded&v=VZumNU7sAWQ … https://www. mobilepricenow.pk/2017/10/sony-x peria-m4-aqua-vs-samsung-galaxy-a5-speed-test/ …,789020051613548544,0,0,2017-10-31 12:31:37,0
1223,"Jetzt neu: #Uhrenwerkzeug #Amazon #1: Samsung Galaxy S6 Hülle(5,1Zoll), Roreikes PU Leder Bookstyle Handyhülle ... http:// ow.ly/mR0s50eUWvd",749929408958521344,0,0,2017-10-31 12:30:54,0
1224,"??????? #1122: OnePlus 5T, Meizu M6 Note One Piece, LG G6, Samsung Galaxy S9 https:// goo.gl/fb/1vgUbP #TopSecret",131931976,0,0,2017-10-31 12:30:49,0
1225,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,2798742926,0,0,2017-10-31 12:30:14,0
1226,The Samsung Galaxy S8 could be getting one of the iPhone’s killer features https:// prescient.info/xFPf3ZKz/,3274884554,0,0,2017-10-31 12:30:02,0
1227,"""Forgot Password on Samsung Galaxy J1 Mini Prime + | HARD RESET How To -- GSM GUIDE"" : http:// youtu.be/vGdVh4VW1WM?a via @YouTube",793554681435918336,0,0,2017-10-31 12:29:49,0
1228,Anticipazioni sul #volantinoMediaWorld di novembre: prezzo Samsung Galaxy S8 e iPhone 7 a rate http://www. optimaitalia.com/blog/?p=879857,904804032,0,0,2017-10-31 12:29:49,0
1229,You can enter to win a Samsung Galaxy S8 from @Gamestashplay ! Check it out! https:// wn.nr/dKYJhV,1375651640,0,0,2017-10-31 12:29:17,0
1230,samsung galaxy s8 theme wallpaper on Behance https:// roadnut.info/samsung-galaxy -s8-theme-wallpaper-on-behance/ … pic.twitter.com/Sh1xe7BhMB,909473174152253441,0,0,2017-10-31 12:29:11,0
1231,Samsung Galaxy S8 Oreo beta test markets confirmed http:// dlvr.it/PyXG3Z pic.twitter.com/1y7kVIeYHF,347047291,0,0,2017-10-31 12:29:06,0
1232,Samsung Galaxy S6 G920V 32GB Verizon CDMA 4G LTE Octa-Core Smartphone w/ 16MP Camera –… https://www. themodernorganicage.com/product/samsun g-galaxy-s6-g920v-32gb-verizon-cdma-4g-lte-octa-core-smartphone-w-16mp-camera-black-certified-refurbished-good-condition/ … pic.twitter.com/cOK3WmMkfK,745473315213434881,0,0,2017-10-31 12:28:54,0
1233,Libera tu Samsung Galaxy S gratis y sin acceso Root http:// movilarena.com/2012/09/26/lib era-tu-samsung-galaxy-s-gratis-y-sin-acceso-root/ …,257037270,0,0,2017-10-31 12:28:33,0
1234,#6: PrimAcc Qi Chargeur sans Fil Rapide Chargeur Induction avec?Quick Charge 3.0?pour Samsung Galaxy Note 8 / S8 /… http://www. hightechbid.fr/actualite-high -tech/6-primacc-qi-chargeur-sans-fil-rapide-chargeur-induction-avec%e3%80%90quick-charge-3-0%e3%80%91pour-samsung-galaxy-note-8-s8-s8-plus-s7-s7-edge-s6-edge-plus-note-5-et-iphone-8-iphone-8/ …,898654577851027456,0,0,2017-10-31 12:27:48,0
1235,"#10: Coque Galaxy Note 8, ikalula Absorption de Choc Samsung Galaxy Note8 Housse de Protection en TPU Résistant aux… http://www. hightechbid.fr/actualite-high -tech/10-coque-galaxy-note-8-ikalula-absorption-de-choc-samsung-galaxy-note8-housse-de-protection-en-tpu-resistant-aux-rayures-tres-legere-bumper-case-pour-samsung-galaxy-note8-noir/ …",898654577851027456,0,0,2017-10-31 12:27:33,0
1236,I use a Samsung Galaxy Tab S and it's served me well for a while.,2591814283,1,0,2017-10-31 12:27:32,0
1237,Android 6.0.1 Samsung Galaxy Grand Prime+,2420988565,1,0,2017-10-31 12:27:08,0
1238,"????? ???????? ?????? ? ????????????: Samsung Galaxy S8+ , HTC U11, Sony Xperia XZ Premium http:// xperiafan.ru/t68517",1567968133,0,0,2017-10-31 12:25:25,0
1239,Next-year Samsung Galaxy A5 and Galaxy A7 to come with Bluetooth 5.0 #sdn #hwp,807489788,1,0,2017-10-31 12:24:21,0
1240,Samsung Galaxy Note 8 International Giveaway @androidauth #giveaway https:// wn.nr/hBvfBn,2517703771,0,0,2017-10-31 12:24:08,0
1241,I liked a @YouTube video http:// youtu.be/RLQIfKlSvCI?a Samsung Galaxy S7: One Year Later,2966051371,0,0,2017-10-31 12:23:57,0
1242,I liked a @YouTube video http:// youtu.be/L6WfVfjiSX4?a Unboxing Samsung Galaxy S7 - Sungguh Mewah!!,2966051371,0,0,2017-10-31 12:22:54,0
1243,You can enter to win a Samsung Galaxy S8 from @Gamestashplay ! Check it out! https:// wn.nr/73LxsG,112734688,0,0,2017-10-31 12:22:13,0
1244,"Hogwarts Express phone case wallet, samsung galaxy phone case Get it here ... https:// siresays.com/Customize-Phon e-Cases/hogwarts-express-phone-case-wallet-samsung-galaxy-phone-case/ … pic.twitter.com/m2EBsiZq1W",858458490049708032,0,0,2017-10-31 12:22:02,0
1245,"Samsung Galaxy S8 Smartphone, Midnight Black, 64GB espandibili [Versione Italiana] per Samsung €549,00 https://www. amazon.it/gp/product/B06 XWN7VCQ/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&tag=italiagood0e-21&camp=3414&creative=21718&linkCode=as2&creativeASIN=B06XWN7VCQ&linkId=1ff26ac07006a71ad85f0d5c284141ea … pic.twitter.com/8ptzgzs6ey",922163622675210241,0,0,2017-10-31 12:21:55,0
1246,Samsung Galaxy S7 edge SM-G935 - 32GB - Gold Platinum (AT&T) Smartphone http:// rover.ebay.com/rover/1/711-53 200-19255-0/1?ff3=2&toolid=10039&campid=5337938114&customid=Phones&item=142559691988&vectorid=229466&lgeo=1&utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/XKi3ltObsy,896522593011879936,1,0,2017-10-31 12:21:18,0
1247,Belt Clip Holster Replacement For Samsung Galaxy S4 Otterbox Defender Case http:// dlvr.it/PyXC1P pic.twitter.com/bJsnkAYPdX,814524326238191616,0,0,2017-10-31 12:21:11,0
1248,ENDS TODAY!! RT #WIN a 9.6? Samsung Galaxy Tablet! https:// r.wyng.com/p/RZlYqQq,14911255,0,0,2017-10-31 12:20:56,0
1249,"Mi è piaciuto un video di @YouTube : http:// youtu.be/cxiCqHsNL68?a Una giornata a NEW YORK con Samsung GALAXY BOOK 12"" RECENSIONE",2747232226,0,0,2017-10-31 12:20:23,0
1250,"En tres meses sale el Samsung Galaxy S9, como vuela el tiempo chabon, salen más teléfonos que temporadas de the walking dead",3386618465,7,3,2017-10-31 12:20:22,0
1251,I added a video to a @YouTube playlist http:// youtu.be/_9vcRYYQZK0?a Samsung Galaxy Note8 Official Introduction,817081529612599296,0,0,2017-10-31 12:20:13,0
1252,"Baisse de prix! Samsung Galaxy A5 16Go Noir #android à EUR 164,63! http://www. bigbro.tech/track/65/evolu tion-prix-samsung-galaxy-a5-smartphone-debloque-4g-ecran-5-2-pouces-amazon-fr-high-tech …",770909284955746304,0,0,2017-10-31 12:19:58,0
1253,"Samsung Galaxy Tab Pro Sm-t9000 32gb, Wi-fi, 12.2in. White Cracked Screen Wo http://www. 1clicksnipe.com/122774981906 Free Ebay Snipe ?RT,",843314460186083329,0,0,2017-10-31 12:18:53,0
1254,Samsung Galaxy Note 8 International Giveaway @androidauth #giveaway https:// wn.nr/cw47SK,1000248289,1,0,2017-10-31 12:18:48,0
1255,"#Broken Samsung Galaxy Tab S2 Sm-t813 32gb, Wi-fi, 9.7in - Black, As-is http://www. 1clicksnipe.com/142552474610 Free Ebay Sniping ?RT, Li",843314460186083329,0,0,2017-10-31 12:18:45,0
1256,"VIDEOJUEGOS / SK Telecom T1 y Samsung Galaxy , finalistas del Mundial de ‘League of Legends’ | Periodismo ULL http:// dozz.es/znqob1 pic.twitter.com/RFSM1604Tx",1266896785,8,2,2017-10-31 12:18:38,0
1257,"#sell #ph #news Samsung Galaxy On5 2016 Dual Sim (2GB, 16GB) - Pink Gold - intl #visit - http:// buymay.mobi /",1409546106,0,0,2017-10-31 12:18:28,0
1258,"Samsung Galaxy Tab A SM-T280 7.0"" 8 GB Black Android Tablet http:// rover.ebay.com/rover/1/711-53 200-19255-0/1?ff3=2&toolid=10044&campid=5337506718&customid=&lgeo=1&vectorid=229466&item=362143650274 …",923862026614603777,0,0,2017-10-31 12:17:50,0
1259,Bundle Phone Case For iPhone SamsungGalaxy Xiaomi https:// gbspares.com/product/bundle -phone-case-for-iphone-samsunggalaxy-xiaomi- …,251886983,0,0,2017-10-31 12:17:46,0
1260,Filtran esquemas del Samsung Galaxy S9 y S9+. http:// dlvr.it/PyX9Y0 pic.twitter.com/Hm5pKOPQV3,2293712473,0,0,2017-10-31 12:17:35,0
1261,Samsung Galaxy S8+ 64GB - Midnight Black (Unlocked-US Version) Smartphone http:// andraste.stonefeuer.info/US/categories/ twt/?item=292313146151 …,234221192,0,0,2017-10-31 12:17:33,0
1262,CONCORRA A UM IPHONE X E UM SAMSUNG GALAXY NOTE 8 https:// wn.nr/3SKcPk,879075409991790593,0,0,2017-10-31 12:17:20,0
1263,? ?????? ????? ????????? Samsung Galaxy S8 http:// novostikuzbassa.ru/2017/10/31/v-r ossii-rezko-podeshevel-samsung-galaxy-s8/ … pic.twitter.com/Le8EmVh1rn,709600071948636161,0,0,2017-10-31 12:17:20,0
1264,Now up on the auction block: New Other Unlocked Samsung Galaxy S6 Edge SM-G925T 32GB White AT&T T-Mobile $279.99 v… http:// ift.tt/2hriQQi,713083512241463296,0,0,2017-10-31 12:17:20,0
1265,Mi è piaciuto un video di @YouTube : http:// youtu.be/JhMh_qIXsRk?a Samsung Galaxy A5: la Recensione di HDblog.it,272072616,0,0,2017-10-31 12:17:16,0
1266,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,260097078,0,0,2017-10-31 12:17:05,0
1267,K????? ????????? ?????? ??????? ?? ???????? Samsung Galaxy Note 10.1 GT-N8000 Android 4.2. http:// youtu.be/joRUbcqIscE,916468316,0,0,2017-10-31 12:17:01,0
1268,How To Install Android 4.4.2 In KitKat On Samsung Galaxy Note 2 click here http:// ift.tt/1iGVJXH,2324305219,0,0,2017-10-31 12:16:25,0
1269,Samsung galaxy repair service http://www. spr-computer.com pic.twitter.com/QWGEYAgOVp,2458290218,0,0,2017-10-31 12:16:14,0
1270,207.00€ http:// ebay.to/2yzpNb1 NUEVO SAMSUNG GALAXY J5 PRO J530 16GB DUAL SIM 4G LTE SIM LIBRE NEGRO BLACK ... pic.twitter.com/q6QMYRm4uG,2540707132,0,0,2017-10-31 12:16:01,0
1271,Dica Casas Bahia! Smartphone Samsung Galaxy J1 https:// goo.gl/K1ByWV pic.twitter.com/eLKJKyRn82,473031597,1,0,2017-10-31 12:15:57,0
1272,Këto janë pamjet e para të Samsung Galaxy S9 dhe S9+ (FOTO) http://www. aktuale.mk/keto-jane-pamj et-e-para-te-samsung-galaxy-s9-dhe-s9-foto/ … pic.twitter.com/uRdxOiwdtl,2350775918,0,0,2017-10-31 12:15:43,0
1273,¡Ayúdame a conseguir el Samsung Galaxy S8 que sortea @UrbanTecno ! #S8GratisUrbanTecno https:// wn.nr/G4Vztn,1209777324,0,0,2017-10-31 12:15:35,0
1274,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,979875266,0,0,2017-10-31 12:15:26,0
1275,"se rifa un samsung galaxy s7 edge plus, sigueme y estaras participando, estare contactando al ganador por privado.",553027829,0,0,2017-10-31 12:15:15,0
1276,CONCORRA A UM IPHONE X E UM SAMSUNG GALAXY NOTE 8 https:// wn.nr/nX3EH3,855002080024686593,0,0,2017-10-31 12:14:25,0
1277,9H Tempered Glass For Samsung Galaxy J5 J7 J1 mini J3 A3 A5 2016 S3 S5 mini S ... https:// olxelectronics.com/9h-tempered-gl ass-for-samsung-galaxy-j5-j7-j1-mini-j3-a3-a5-2016-s3-s5-mini-s6-s4-note-3-4-5-grand-prime-screen-protector-film/ … pic.twitter.com/NdNVGzwNyB,799625728170094592,0,0,2017-10-31 12:13:38,0
1278,"Samsung Galaxy S8 Gets Beautiful 3D Render, Courtesy of Designer… https://www. instagram.com/p/Ba6y7lhHju2/",410621675,1,0,2017-10-31 12:13:33,0
1279,Jual #Samsung Galaxy J1 Ace 2016 Cod #DI Yogyakarta #iklan mau beli klik disini kak http:// fifihape.com/?s=best+promote,889989709857832960,0,0,2017-10-31 12:12:57,0
1280,? ???? ???????? ??? ?????? ?????????? ????? ? Samsung Galaxy Note 9 https:// goo.gl/fb/ScpdgX,597289422,0,0,2017-10-31 12:12:17,0
1281,Samsung Galaxy Note 8 International Giveaway! https:// wn.nr/X7PgQn,27015515,0,0,2017-10-31 12:11:43,0
1282,"Our phone of the day is this Samsung Galaxy S8 Plus, on EE Spread the cost interest free over 12months and trade in towards the deposit pic.twitter.com/sHjjyTe4MT",628202054,2,1,2017-10-31 12:11:15,0
1283,Anticipazioni sul #volantinoMediaWorld di novembre: prezzo Samsung Galaxy S8 e Mate 10 Lite… http://www. optimaitalia.com/blog/2017/10/3 1/anticipazioni-sul-volantino-mediaworld-di-novembre-prezzo-samsung-galaxy-s8-e-iphone-7-a-rate/879857 … pic.twitter.com/2T92P6Z1hz,380392448,1,0,2017-10-31 12:11:13,0
1284,Excellent Used Samsung Galaxy Note 8 64GB SM-N950U1 Unlocked GSM Phone OB103-A http:// gaiaz.feuercloud.info/US/categories/ twt/?item=122784774744 …,768166882897637376,0,0,2017-10-31 12:11:07,0
1285,Samsung Galaxy Note 8 International Giveaway @androidauth #giveaway https:// wn.nr/BqZcZn,132446553,0,0,2017-10-31 12:10:48,0
1286,Win a 9.6“ Samsung Galaxy Tablet! https:// r.wyng.com/p/v6pWvjw,216051589,0,0,2017-10-31 12:10:31,0
1287,¡Ayúdame a conseguir el Samsung Galaxy S8 que sortea @UrbanTecno ! #S8GratisUrbanTecno https:// wn.nr/jB8TKV,890379051944300544,0,0,2017-10-31 12:10:29,0
